"ISSN","T.tulo","Estrato","Area"
"02251582","MOEBIUS","B2","letras_linguistica"
"21095671","MONDES DU TOURISME","C ","letras_linguistica"
"19899335","MONTI - MONOGRAF�AS DE TRADUCCI�N E INTERPRETACI�N","B1","letras_linguistica"
"24470996","MORUS - UTOPIA E RENASCIMENTO","B5","letras_linguistica"
"1808561X","MORUS (UNICAMP)","C ","letras_linguistica"
"16786254","MOSAICO (S�O JOS� DO RIO PRETO)","B5","letras_linguistica"
"19828993","M�LTIPLAS LEITURAS","B2","letras_linguistica"
"1864385X","M�NCHENER BEITR�GE ZUR J�DISCHEN GESCHICHTE UND KULTUR","B5","letras_linguistica"
"09751815","MUSE INDIA","B5","letras_linguistica"
"23472073","NEW ACADEMIA: AN INTERNATIONAL JOURNAL OF ENGLISH LANGUAGE, LITERATURE AND LITERARY THEORY","C ","letras_linguistica"
"1798565X","NEW HORIZONS IN TRANSLATION RESEARCH AND EDUCATION. PUBLICATIONS OF THE UNIVERSITY OF EASTERN FINLAND REPORTS AND STUDIES IN EDUCATION, HUMANITI","B5","letras_linguistica"
"13597485","NEW READINGS","C ","letras_linguistica"
"17506581","NEW VOICES IN CLASSICAL RECEPTION STUDIES","C ","letras_linguistica"
"15360172","NINETEENTH-CENTURY FRENCH STUDIES","A2","letras_linguistica"
"15786730","N�MADAS (MADRID)","C ","letras_linguistica"
"2238572X","NOME- REVISTA DE LETRAS","B4","letras_linguistica"
"23163976","NON PLUS","B3","letras_linguistica"
"19618999","NOUVEAUX ACTES S�MIOTIQUES (EN LIGNE)","B5","letras_linguistica"
"11467673","NOUVEAUX ACTES S�MIOTIQUES (LIMOGES)","B5","letras_linguistica"
"07195176","NUEVA REVISTA DEL PAC�FICO (ONLINE)","A1","letras_linguistica"
"23589787","O EIXO E A RODA: REVISTA DE LITERATURA BRASILEIRA","B1","letras_linguistica"
"21750769","O MOSAICO: REVISTA DE PESQUISA EM ARTES","C ","letras_linguistica"
"2317367X","O MUTUM - REVISTA DE LITERATURA E PENSAMENTO","C ","letras_linguistica"
"23189002","O QU� AS LETRAS T�M? CADERNO DE ATIVIDADES ACAD�MICO-CIENT�FICO-CULTURAL","B5","letras_linguistica"
"25258133","OPINI�ES - REVISTA DOS ALUNOS DE LITERATURA BRASILEIRA","B5","letras_linguistica"
"18909639","OSLO STUDIES IN LANGUAGE","B1","letras_linguistica"
"21741425","OTROLUNES","B5","letras_linguistica"
"19845227","P�GINA DE DEBATE: QUEST�ES DE LINGUISTICA E DE LINGUAGEM","C ","letras_linguistica"
"16793927","PALAVRA (FACVEST)","B5","letras_linguistica"
"16777557","PALIMPSESTO (RIO DE JANEIRO. IMPRESSO)","B3","letras_linguistica"
"14141906","PANDAEMONIUM GERMANICUM (IMPRESSO)","A1","letras_linguistica"
"17212707","PAPERS ON RHETORIC","C ","letras_linguistica"
"01039415","PAPIA (BRAS�LIA)","B2","letras_linguistica"
"21871191","PEERSPECTIVES","B5","letras_linguistica"
"1514044X","PENSAMIENTO DE LOS CONFINES","C ","letras_linguistica"
"20074972","PERI�DICO DE POES�A","B5","letras_linguistica"
"22399607","PERUSIA - UNIVERSIT� PER STRANIERI DI PERUGIA (ITALIA)","C ","letras_linguistica"
"19816936","PESQUISA��O: CONSTRUINDO CONHECIMENTOS EM EAD","B4","letras_linguistica"
"22124179","PESSOA PLURAL","B2","letras_linguistica"
"20359535","POETI E POESIA","C ","letras_linguistica"
"24482935","POLICROMIAS - REVISTA DE ESTUDOS DO DISCURSO, IMAGEM E SOM","B5","letras_linguistica"
"01204130","POLIGRAMAS (CALI)","B2","letras_linguistica"
"20075227","POL�TICA COM�N","B5","letras_linguistica"
"21788952","PONTOS DE INTERROGA��O","C ","letras_linguistica"
"19420986","PORTUGUESE LANGUAGE JOURNAL","B5","letras_linguistica"
"18789722","PRAGMATICS AND SOCIETY","A1","letras_linguistica"
"16780388","PR�XIS (ROLIM DE MOURA)","B4","letras_linguistica"
"14156881","PRINCIPIA (RIO DE JANEIRO)","B3","letras_linguistica"
"16570790","PROFILE","A1","letras_linguistica"
"15179281","PROJEKT (CURITIBA)","B3","letras_linguistica"
"1518398X","PSICAN�LISE: REVISTA DA SOCIEDADE BRASILEIRA DE PSICAN�LISE DE PORTO ALEGRE","C ","letras_linguistica"
"11451882","PSYCHOLOGIE CLINIQUE (REVUE)","C ","letras_linguistica"
"10935398","PUBLICATION OF THE AFRO-LATIN/AMERICAN RESEARCH ASSOCIATION","B3","letras_linguistica"
"03931226","QUADERNI DI SEMANTICA","B2","letras_linguistica"
"22819037","QUADERNI PROUSTIANI","B5","letras_linguistica"
"19898851","QUADRIVIUM. REVISTA DIGITAL DE MUSICOLOGIA","C ","letras_linguistica"
"02113325","QUIMERA (BARCELONA)","B2","letras_linguistica"
"20376588","RASSEGNA IBERISTICA","B4","letras_linguistica"
"00339725","RASSEGNA ITALIANA DI LINGUISTICA APPLICATA","B2","letras_linguistica"
"15184927","RATIO (JI-PARAN�)","C ","letras_linguistica"
"00340235","RAZ�N Y FE","C ","letras_linguistica"
"19836880","RDM UNIVERSIDADE FEDERAL FLUMINENSE","C ","letras_linguistica"
"1968035X","RECHERCHES: CULTURE ET HISTOIRE DANS L'ESPACE ROMAN","B4","letras_linguistica"
"18534112","RECIAL","B2","letras_linguistica"
"16991834","RECREARTE: REVISTA INTERNACIONAL DE CREATIVIDAD APLICADA TOTAL","C ","letras_linguistica"
"18099831","REEL. REVISTA ELETR�NICA DE ESTUDOS LITER�RIOS","B2","letras_linguistica"
"08739501","REL�MPAGO (LISBOA)","B2","letras_linguistica"
"22152768","REPORTES DEL CEMOAN","C ","letras_linguistica"
"20834616","RESEARCH IN LANGUAGE","B3","letras_linguistica"
"18536034","R�TOR - REVISTA DE LA ASOCIACI�N ARGENTINA DE RET�RICA (AAR)","B2","letras_linguistica"
"23342935","REVIEW OF ARTS AND HUMANITIES","B5","letras_linguistica"
"21780870","REVISTA �GUA DA PALAVRA","B5","letras_linguistica"
"19840055","REVISTA ALERE","B2","letras_linguistica"
"19815913","REVISTA APRENDIZAGEM (PINHAIS, PR)","C ","letras_linguistica"
"22379304","REVISTA ATHENA","B5","letras_linguistica"
"19842791","REVISTA BABIL�NIA","B5","letras_linguistica"
"22381414","REVISTA BARBANTE","B5","letras_linguistica"
"23162767","REVISTA BRASILEIRA DE ESTUDOS DO CONTATO LINGU�STICO (ONLINE)","B2","letras_linguistica"
"18067352","REVISTA BRASILEIRA DE LETRAS (UFSCAR)","B4","letras_linguistica"
"15168530","REVISTA BRASILEIRA DE PSICOTERAPIA","B3","letras_linguistica"
"23587911","REVISTA BRASILEIRA DE V�DEO REGISTROS EM LIBRAS","B5","letras_linguistica"
"20072198","REVISTA CATHEDRA","A2","letras_linguistica"
"24468061","REVISTA CIENT�FICA DE ADMINISTRA��O","C ","letras_linguistica"
"25197207","REVISTA CIENT�FICA DO ISCTAC","C ","letras_linguistica"
"0104804X","REVISTA CIENTIFICA (UFMS)","B4","letras_linguistica"
"22387013","REVISTA CISMA (BLOG)","B2","letras_linguistica"
"16761545","REVISTA DA ACADEMIA BRASILEIRA DE FILOLOGIA","B2","letras_linguistica"
"05675995","REVISTA DA ACADEMIA NORTE-RIO-GRANDENSE DE LETRAS/ ANL","C ","letras_linguistica"
"14147564","REVISTA DA ANPOLL","B1","letras_linguistica"
"08711682","REVISTA DA FACULDADE DE LETRAS. L�NGUAS E LITERATURAS","B2","letras_linguistica"
"21793344","REVISTA DE EDUCA��O T�CNICA E TECNOL�GICA DO IFAL (EDUCTE)","C ","letras_linguistica"
"16993926","REVISTA DE ESTUDIOS COLOMBINOS","B5","letras_linguistica"
"16478061","REVISTA DE ESTUDOS ALEM�ES","B5","letras_linguistica"
"21821526","REVISTA DE ESTUDOS LITER�RIOS","C ","letras_linguistica"
"21781907","REVISTA DE ESTUDOS LITER�RIOS DO N�CLEO DE ESTUDOS INTERDISCIPLINARES DE ITALIANO","C ","letras_linguistica"
"14159171","REVISTA DE ESTUDOS ORIENTAIS","B5","letras_linguistica"
"02124130","REVISTA DE FILOLOGIA DE LA UNIVERSIDAD DE LA LAGUNA","B1","letras_linguistica"
"22152628","REVISTA DE FILOLOG�A Y LING��STICA DE LA UNIVERSIDAD DE COSTA RICA","B1","letras_linguistica"
"14132079","REVISTA DE ITALIAN�STICA","C ","letras_linguistica"
"23173610","REVISTA DE LETRA EM LETRA","B5","letras_linguistica"
"01049992","REVISTA DE LETRAS (CURITIBA. 1996)","B4","letras_linguistica"
"21773408","REVISTA DE LETRAS FAFIBE","B5","letras_linguistica"
"1984318X","REVISTA DE L�NGUA E LITERATURA","B2","letras_linguistica"
"05566134","REVISTA DE LITERATURAS MODERNAS","B5","letras_linguistica"
"23182229","REVISTA DECIFRAR","C ","letras_linguistica"
"22377247","REVISTA DISCURSOS CONTEMPOR�NEOS EM ESTUDO","B2","letras_linguistica"
"16794540","REVISTA DO ISAT","B2","letras_linguistica"
"23180943","REVISTA DOCCENA","C ","letras_linguistica"
"19833970","REVISTA EDUCATIVA (FACULDADES NETWORK)","C ","letras_linguistica"
"21775761","REVISTA EISFLU�NCIAS","C ","letras_linguistica"
"21831823","REVISTA ELECTR�NICA DE ESTUDOS E PR�TICAS INTERARTES","C ","letras_linguistica"
"23436615","REVISTA ELECTR�NICA DE LA CR�TICA","B5","letras_linguistica"
"23177233","REVISTA ELETR�NICA DAS FACULDADES INTEGRADAS IPIRANGA","C ","letras_linguistica"
"23171170","REVISTA ELETR�NICA DE EDUCA��O DE ALAGOAS � REDUC","C ","letras_linguistica"
"23180099","REVISTA ELETR�NICA DO GEPPELE","C ","letras_linguistica"
"24483389","REVISTA ESTUDOS ANGLO-AMERICANOS","B4","letras_linguistica"
"23182539","REVISTA EXTENS�O & COMUNIDADE","C ","letras_linguistica"
"2236000X","REVISTA FEOL","C ","letras_linguistica"
"22362991","REVISTA FRONTEIRA DIGITAL","C ","letras_linguistica"
"18093868","REVISTA FUNADESP","C ","letras_linguistica"
"54698790","REVISTA GAIA","C ","letras_linguistica"
"18089461","REVISTA GATILHO (PPGL/ UFJF. ONLINE)","B2","letras_linguistica"
"2317501X","REVISTA GLOBAL MANAGER","B5","letras_linguistica"
"24479551","REVISTA GTLEX","C ","letras_linguistica"
"23436441","REVISTA HUMANARTES (PRINT)","C ","letras_linguistica"
"21728801","REVISTA IBEROAMERICANA DE ARGUMENTACI�N","B2","letras_linguistica"
"23592265","REVISTA ININGA","B5","letras_linguistica"
"21796572","REVISTA INTEGRATIVA EM SA�DE E EDUCA��O (REVISE)","B5","letras_linguistica"
"21765227","REVISTA INTERFACES","B5","letras_linguistica"
"24718319","REVISTA INTERNACIONAL DE COMUNICACION Y ESTUDIOS LINGUISTICOS","B5","letras_linguistica"
"21824363","REVISTA (IN)VIS�VEL","B5","letras_linguistica"
"22364064","REVISTA ITALIANO UERJ","B3","letras_linguistica"
"97898716","REVISTA LACANIANA DE PSICOAN�LISE","C ","letras_linguistica"
"2236370X","REVISTA LADO 7","C ","letras_linguistica"
"24479543","REVISTA LATINO-AMERICANA DE ESTUDOS DO DISCURSO","B2","letras_linguistica"
"2316445X","REVISTA LEETRA IND�GENA DA UFSCAR","C ","letras_linguistica"
"24484482","REVISTA LETRA CAPITAL","C ","letras_linguistica"
"18065333","REVISTA LETRA (RIO DE JANEIRO)","B5","letras_linguistica"
"23170735","REVISTA LETRANDO","B5","letras_linguistica"
"23586826","REVISTA LINGU�STICA RIO","B3","letras_linguistica"
"23593245","REVISTA LUDERE","C ","letras_linguistica"
"21761736","REVISTA MELP (ONLINE)","C ","letras_linguistica"
"23176911","REVISTA MEMENTO","B1","letras_linguistica"
"16996569","REVISTA NEBRIJA DE LINGUISTICA APLICADA A LA ENSE�ANZA DE LENGUAS","B1","letras_linguistica"
"21774064","REVISTA OESTE","C ","letras_linguistica"
"23186534","REVISTA PONTO DE PARTIDA","C ","letras_linguistica"
"07180934","REVISTA SIGNOS","B1","letras_linguistica"
"18521045","REVISTA SIGNOS UNIVERSITARIOS VIRTUAL - UNIVERSIDAD DEL SALVADOR","C ","letras_linguistica"
"24480797","REVISTA SINALIZAR","B4","letras_linguistica"
"15197778","REVISTA SOLETRAS","B1","letras_linguistica"
"22370609","REVISTA STATUS LIBERTATIS, REVISTA DA SEMANA JUR�DICA","C ","letras_linguistica"
"23595817","REVISTA SUBVERSA - LITERATURA LUSO-BRASILEIRA","B5","letras_linguistica"
"21575231","REVISTA SURCO SUR","B5","letras_linguistica"
"2451778X","REVISTA TEKOH�","C ","letras_linguistica"
"24465046","REVISTA TEMA - LETRAS, ARTES E HIST�RIA","B5","letras_linguistica"
"2182147X","REVISTA TRIPLO V DE ARTES, RELIGI�ES E CI�NCIAS","C ","letras_linguistica"
"21775818","REVISTA UNIABC HUMANAS","B4","letras_linguistica"
"15172546","REVISTA UNICLAR","C ","letras_linguistica"
"24220477","REVISTA UPB","C ","letras_linguistica"
"18090443","REVISTA VERS�ES","C ","letras_linguistica"
"19828802","REVISTA.DOC","C ","letras_linguistica"
"24476145","REVISTAS L�NGUAS & ENSINO","C ","letras_linguistica"
"21789125","REVLET - REVISTA VIRTUAL DE LETRAS","B2","letras_linguistica"
"0254752X","REVOLUCI�N Y CULTURA (IMPRESA)","B4","letras_linguistica"
"18525911","REVUE ENSEMBLE","C ","letras_linguistica"
"21043345","REVUE FLAUBERT","B4","letras_linguistica"
"16355202","REVUE ORAGES ? LITT�RATURE ET CULTURE - 1760-1830","B5","letras_linguistica"
"19516908","REVUE SYNERGIES MONDE","B2","letras_linguistica"
"23189746","RIBANCEIRA","B3","letras_linguistica"
"22364773","RIC - REVISTA DE INICIA��O CIENT�FICA DA FACULDADE DA AMAZ�NIA OCIDENTAL","C ","letras_linguistica"
"23848987","RICOGNIZIONI","B5","letras_linguistica"
"11248890","RIVISTA ITALIANA DI ONOMASTICA","B2","letras_linguistica"
"07184883","RLA. REVISTA DE LING��STICA TE�RICA Y APLICADA","A1","letras_linguistica"
"03248585","ROCZNIKI HISTORYCZNE","B4","letras_linguistica"
"20828578","ROCZNIKI KULTUROZNAWCZE","B3","letras_linguistica"
"00358029","ROMANIA","B2","letras_linguistica"
"08725675","ROM�NICA (LISBOA)","B3","letras_linguistica"
"05572657","ROMANICA STOCKHOLMIENSIA","B5","letras_linguistica"
"00803898","ROMANISTISCHES JAHRBUCH","B1","letras_linguistica"
"23174765","RUS - REVISTA DE LITERATURA E CULTURA RUSSA","B4","letras_linguistica"
"23168471","SABERES LINGU�STICOS N?AMAZ�NIA","C ","letras_linguistica"
"22797211","SARAPEGBE. RIVISTA DI CULTURA E SOCIET� DEL BRASILE E ALTRI MOSAICI","C ","letras_linguistica"
"1807183X","SCRIPTUM (UEPB)","C ","letras_linguistica"
"23171189","SEBASTIANA","B5","letras_linguistica"
"21795258","SEDE DE LER","C ","letras_linguistica"
"14135604","SEM FRONTEIRAS (S�O PAULO)","C ","letras_linguistica"
"19809786","SERAFINO (S�O PAULO)","B5","letras_linguistica"
"19803095","S�RIE ACAD�MICA (PUCAMP)","C ","letras_linguistica"
"21791732","S�RIE CONHECIMENTO (CEAD/UFV)","C ","letras_linguistica"
"15140075","SERIE ESTUDIOS E INVESTIGACIONES - SECRETAR�A DE EXTENSI�N UNIVERSITARIA. FACULTAD DE HUMANIDADES Y CIENCIAS DE LA EDUCACI�N, UNVERSIDAD NACIONAL DE LA PLATA","C ","letras_linguistica"
"15336263","SIGN LANGUAGE STUDIES","A2","letras_linguistica"
"03278956","SIGNO & SE�A","B3","letras_linguistica"
"18514863","SIGNOS ELE","B3","letras_linguistica"
"15187985","SIGNUM (VIT�RIA)","B4","letras_linguistica"
"22543643","S�NERIS","C ","letras_linguistica"
"22022783","SOUTHERN SEMIOTIC REVIEW","B5","letras_linguistica"
"18157661","SPELT QUARTERLY JOURNAL","C ","letras_linguistica"
"00387665","SPIRITUS","C ","letras_linguistica"
"03906809","STUDI ITALIANI DI LINGUISTICA TEORICA E APPLICATA","B2","letras_linguistica"
"20828594","STUDIA IBERYSTYCZNE - KRAC�VIA","C ","letras_linguistica"
"03903533","STUDIES IN AFRICAN LINGUISTICS","C ","letras_linguistica"
"2329311X","STUDIES IN ENGLISH LANGUAGE TEACHING","B2","letras_linguistica"
"19390238","STUDIES IN HISPANIC AND LUSOPHONE LINGUISTICS","B2","letras_linguistica"
